Location,Hospital_Name,State,District,Pincode
"Dange Empire, First Floor, Dange, Behind Main Bus Stop, Thergaon, Pune",Ushakiran Eye Hospital,Maharashtra,Pune,411033
"Gurunanak Plaza, Shop No-11,Near Hanuman Mandir, Kasarwadi",Shree Krupa Hospital,Maharashtra,Pune,411034
"Dalvi Shopping Centre, Main Road, Saswad, Tal, Purandhar, Pune",Dalvi Hospital,Maharashtra,Pune,411035
"A/P, Koregaon Bhima Dist Gram Seva Hsg Soc, Steel Floor, Poona",Dr Namdeorao Shinde Ruganalaya,Maharashtra,Pune,411035
"Mitha Nagar, Lane- 2, Near Western Bakery, Kondhwa Khurd, Pune",Dr Sarwat Hospital,Maharashtra,Pune,411035
"Ganaraj Complex No-2/3/4, Iind Floor Akurdi-Pradhikaran, Pune, Pune,",Dr. Bhalerao Ent Hospital,Maharashtra,Pune,411035
"Plot No.24,Survey No.283,Near Talera Hospital,Talera Nagar,Chinchwadgaon,P",Hiremath Nursing Home,Maharashtra,Pune,411035
"106,Shankar Apt. Bhakti Mandir,OppositeSpinach Showroom,P",Manomay Hospital,Maharashtra,Pune,411035
"S.No.60/1/1A, Gurudwar Road, Bijalinagar, Chinchwad, Pune- 33",Paras Polyclinic and General Hospital,Maharashtra,Pune,411035
"Main Road, Vitthalwadi, Akurdi, Pune",Patil Hospital General and Eye Hospital,Maharashtra,Pune,411035
"Pirangut Camp, Pirangut, Tal, Mulshi, Pune",Pirangut General Hospital,Maharashtra,Pune,411035
"Sr No- 8, Yashwant Nagar Chowk, Hadapsar Bye Pass Road, OppositeBalaji Palace, Chandan Nagar, Pune",Prathmesh Hospital,Maharashtra,Pune,411035
"At Post Undri, Opposite Pmt Bus Stop, Pune",Shiv Ganga Hospital,Maharashtra,Pune,411035
"Koregaon Bhima, Tal.Shirur,",Shri Krishna Hospital,Maharashtra,Pune,411035
"Home At Post Talegoan, Dhamdhree Bazar Maidan, Tal Shirur",Shubham Hospital and Maternity Home,Maharashtra,Pune,411035
"Sanghvi Palace Shop No- 6 Opposite Arun Agency Krishna Chowk, New Sanghvi Pune",Sparkle Dental Clinic,Maharashtra,Pune,411035
"Mumbai, Banglore Highway, Warje, Pune",Vinayak Hospital,Maharashtra,Pune,411035
"Plot No:12, Market.Yard, Tal.:Purandar",Vishwaniranjan Eye Hospital,Maharashtra,Pune,411035
"Near Sai Mandir, Opposite Hotel Panchami, Mukund Nagar, Pune",Ankur Hospital and Diagnostic,Maharashtra,Pune,411037
"Plot No. 2, Sadanand Society Behind Vivekanand Statue , Satara Road",Bhagali Clinic and Nursing Home,Maharashtra,Pune,411037
"Chandrika Socity, Bibawewadi Road","Chandralok Hospital, Pune",Maharashtra,Pune,411037
"Sec. No.1, Plot. No.7/8, Pune,",Desai Accident and General Hospital,Maharashtra,Pune,411037
"Sarod Tulsi Nagar Society, Near Canara,",Dr. Kashyap Nursing Home,Maharashtra,Pune,411037
"Krishna Chambers, Near Laxmi Narayan Theatre, Pune - Satara Road,",Dr. Tekawade Eye Clinic,Maharashtra,Pune,411037
"Next To Giridhar Bhavan Mangal Karyalya, 473- 31- B, Gultekdi Pune",Gultekdi Nursing and Maternity Home,Maharashtra,Pune,411037
"Todkar Garden( 3Rd Floor), Above South Indian Bank, New Bibwewadi- Kondhwa Road, Bibwewadi Pune",Harsh Hospital,Maharashtra,Pune,411037
"Marketyard, Gultekdi,Bank Of Maharashtra,Talera Garden.",Kamal Nursing Home,Maharashtra,Pune,411037
Krishna Chambers Laxmi Narayan Theatre Satara Road Pune,Karne Hospital Pvt Ltd,Maharashtra,Pune,411037
"585/34, Salisbury Park Mantri Apts- Ii Near Jain Mandir, Pune",Mothercare Hospital,Maharashtra,Pune,411037
Box 1405 Salisbury Park Marketyard Post Pune,Pune Adventist Hospital,Maharashtra,Pune,411037
157/5 Opp Cpwd Office Mukund Nagar Pune,Ranka Hospital,Maharashtra,Pune,411037
"Suvery No.691A-1A-1, Ctb No. 1897-B,Beside Big Bazaar,Aaranyeshwar Corner,Pune Satara Road,",Rao Nursing Home,Maharashtra,Pune,411037
"Plot No.13, S.No.573,City No.281, Next To Suhaag Mangal Karyalay, Swami Vivekanand Marg, Bibvewadi",Sahyadri Hospital Bibvewadi,Maharashtra,Pune,411037
"114, Adinath Shopping Complex 1St Floor, Poona Satara Road",Shree Balaji Eye Hospital,Maharashtra,Pune,411037
"OppositeChintaminagar,Bibvetwadi,P",Shree.J.Hospital,Maharashtra,Pune,411037
"E-10-11,Gulatekdi, Market Yard,Behind State Bank",Siddharth Hospital,Maharashtra,Pune,411037
"Office No.1, 2, 3, Vastushree Complex, Hxde Park, OppositeSite Market Yard Bus Depot, Pune",Vinnayak Hospital,Maharashtra,Pune,411037
"145, Kothrod Near Shivaji Statue",Anand Medical Foundation Subudh Hospital,Maharashtra,Pune,411038
"Shop No 7 Abhijeet Apartment, Paud Phata, Behind Kirti Hardware Opposite Indira Hts, Karve Road",Apte Eye Clinic and Laser Center,Maharashtra,Pune,411038
"1St Floor, Kothrud Telephone Exchange Building, Kothrude",Argade Infertility and Endoscopic Surgery and Icu Center,Maharashtra,Pune,411038
"Anand-Nilay, First Floor, Near Karve StatueKothrud Pune",Asha Polyclinic,Maharashtra,Pune,411038
"Paud Road, Bhusari Colony, Pune- 411038",Borse Hospital,Maharashtra,Pune,411038
"Sankalpa Society, 47/3, Paud Road, Opposite Jog Hospital, Pune",Deep Eye Hospital,Maharashtra,Pune,411038
"Dahanukar Colony, Plot No. 99, Near Cummins India Ltd., Kothrud",Deoyani Hospital - Pune,Maharashtra,Pune,411038
"257-258, Karve Road, Near Paud Phata, Pune",Jeevan Sadhana Clinic - Pune,Maharashtra,Pune,411038
"46/2B/2, Paud Road Pune - 411038",Jog Hospital,Maharashtra,Pune,411038
"106,Dahanukar Colony 3Rd Lane Kothrud, Pune",Kamal Netra Rugnalaya,Maharashtra,Pune,411038
4 Saloni Apartments Opp Joshi Sweets Ldeal Colony Paud Road Pune,Kothrud Eye Clinic,Maharashtra,Pune,411038
"2, Anjanwel, Prashant Society, Paud Road,.",Krishna Hospital,Maharashtra,Pune,411038
"3, Rajpat Society Opp: Vanazengg Paud Road",Kulkarni Endo Surgery Institute And Reconstructive Urology Centre,Maharashtra,Pune,411038
"95/82, Bhusari Colony,Paud Road,Near Kothrud Bus Depot.",Kurtkoti Nursing Home,Maharashtra,Pune,411038
"2Nd Floor, Yugay Complex, Ganesh Nagar, Erandwana",Nayan Tara Eye Clinic,Maharashtra,Pune,411038
"Plot No.9B, Neena Society, S.No.1484.A/B. Paud Road,Opposite Vanaz Engineering",Sahyadri Hospital,Maharashtra,Pune,411038
"Palavi Prime,22,Happy Colony, Kothrud",Shaswat Health Service,Maharashtra,Pune,411038
"No. 145, Kothrud, Near Shivaji Statue",Subudh Hospital and Research Center,Maharashtra,Pune,411038
"Shopping Plaza Shop No- 6 Rambaug Colony Near Pallavi Road Pavp Road, Kothrud Pune",Sunny Nursing Home,Maharashtra,Pune,411038
"Gujrat Colony Plot No. 7, Kothrud, Near Vanaz Company, Poud Road",Suryaprabha Nursing Home,Maharashtra,Pune,411038
"Vinayak, 128/1B, Paud Road, Pune",Vinayak Netralaya - Pune,Maharashtra,Pune,411038
"Hira Ratan Niwas, Near Pmt Chowk, Pune Nasik Road, Bhosari",Alhat Nursing Home,Maharashtra,Pune,411039
"Opposite Pmt Bus Stop, Pune-Nashik Road, Bhosari,",Anand Hospital,Maharashtra,Pune,411039
Near Rupee Co-Bank,Burute Hospital,Maharashtra,Pune,411039
"Survey No.690, Below Dena Bank, Poona Nasik Road, Bhosari",Dr Hinges Dental Clinic,Maharashtra,Pune,411039
"Akanksha, 2Nd Floor,Above Life Line Hopital, Bhosari-Alandi Road, Bhosari, Pune",Dr Raskar Eye Hospital,Maharashtra,Pune,411039
Hutatma Chawk Near Sbi Bank Bhosari Pune,Lifeline Hospital,Maharashtra,Pune,411039
"D.M. Chamber, Poona Nshik Highway, Bhosari",Mankikar Hospital For Children and Lab,Maharashtra,Pune,411039
"No:201/5 Hutajma Chowk, Alandi Road Bhosari",Om Hospital,Maharashtra,Pune,411039
"Jay Ganesh Samrajya, C-Wing Opp Panjarpol Pune -Nashik Road, Bhosari, Pune",Pataskar Hospital,Maharashtra,Pune,411039
"Gandhi Building, 1St Floor, Pune Nashik Road",Patil Eye Hospital,Maharashtra,Pune,411039
"Kalewadi Phata, Opp Rhythm Society, Thergaon Pune",Phoenix Hospital,Maharashtra,Pune,411039
"Near Centuri Enka Colony No. 3, Pune-Nashik Road, Bhosari",Pritam Hospital,Maharashtra,Pune,411039
"Near Bank Of Maharashtra, Landewadi, Bhosari, Pune",Saidham Hospital,Maharashtra,Pune,411039
"Nagdeo Tower,Pune - Nashik Road,Bhosari,Pune",Sainath Orthopaedic Hospital,Maharashtra,Pune,411039
"Hira Plaza,Pune Nashik Road, Nr.Rupee Bank,OppositeOver Bridge",Sant Dnyaneswar Hospital,Maharashtra,Pune,411039
"Shop No- 2 & 3, Lower Gr Floor, Janai Height, Pmt Chowk, Pune",Swastik Dental Care,Maharashtra,Pune,411039
"S.No.-15, Fatimanagar, Next To Tain Square, Behind Kpct Mall",Cresent India Medical Education Trusts Inamdar Hospital,Maharashtra,Pune,411040
"59/6, Azad Nagar Wanowarie","Grant Medical Foundation, Ruby Hall Clinic - Wanowarie - Pune",Maharashtra,Pune,411040
"Shop No-38(1),Sacred Heart Town Market,Wanowrie,Pune",Smiles Dental Speciality and Implant Centre,Maharashtra,Pune,411040
"Avdhoot Plaza,Near Ajinkya Market,Bhigwan Road,Baramati",Atole Accident Hospital,Maharashtra,Pune,411041
"Anudatta Commercial Complex,Opposite Abhiruchi Resort,Wadgaon Budruk.",Rakshak Multispeciality Hospital,Maharashtra,Pune,411041
"Shanti Plaza,Near Canal,Wadgaon (Bk),Sinhgad Road,P",Sharad Orthopaedic Hospital,Maharashtra,Pune,411041
"Sr No.33, Ground Floor,A Bldg,Kudale Patil Town Ship,Near Manik Baug,Opposite Bhramha Garden Restaurant, Sinhagad Road",Wadekar Nursing Home,Maharashtra,Pune,411041
"At Post. Pirangut, Taluka Mulshi",Anand Policlinic and Nursing Home.,Maharashtra,Pune,411042
"201, 202, Panna Chambers, Swargate Corner, Pune",Dr Patil Eye Clinic and Hospital,Maharashtra,Pune,411042
"Patil Wada, Shubhang Park Building, Pirangut Bus Stop, Mulshi, Pune",Indira Nursing Home,Maharashtra,Pune,411042
"623, Ganj Peth, Mahatma Phule Peth, Pune",Pune Diagnostic Center,Maharashtra,Pune,411042
"314, Ghorpadepeth, Pune",Sai Diagnostic Center,Maharashtra,Pune,411042
408/1 Ghorpade Peth Shankar Seth Road,Sharda Clinic,Maharashtra,Pune,411042
"At Post Pirangut, Near Grampanchayat Office, Taluka Mulshi Pune",Shushrusha Dr Lalbegi General and Maternity Home,Maharashtra,Pune,411042
"Pune-Satara Rd, Dhankawadi, Pune",Bharati Hospital And Research Center,Maharashtra,Pune,411043
"Bharati Vidyapeeth, Dhankawadi, Pune",Bvmfs Bharti Hospital and Research Center,Maharashtra,Pune,411043
"Dhanakwadi, Main Road Dhankwadi",Dr Patwardhan Hospital,Maharashtra,Pune,411043
"No. 15/7, Bhuleshwar Society, Near Sankar Maharaj Math, Poona Satara Road, Dhanakawadi",Pai Hospital,Maharashtra,Pune,411043
"Sr.No.22, Plot No.49,Balajinagar, Behind Ellora Palace, Dhankawadi, Pune,",Pawar Hospital,Maharashtra,Pune,411043
"Dhankawde Patil Township,Balaji Nagar, Behind Balajinagar Petrol Pump,Dhankawadi,",Siddhi Hospital and Laproscopy Centre Pvt Ltd,Maharashtra,Pune,411043
"Rajdhani Complex, Next To Shankar Maharaj Math, Pune Satara Road",Unity Ortho And Eye Hospital - Pune,Maharashtra,Pune,411043
"Pune-Satara Road, OppositeKakade Jewellers, Dhanakawadi",Vimal Nursing Home,Maharashtra,Pune,411043
"2Nd Floor, Santbhoomi Coop Society,",Ameya Netralaya (Eye Hospital),Maharashtra,Pune,411044
"Sector No:26, Hutatma Chowk,Bradhikaran,Near Akurdi Railway Station.",Anand Hospital Managed By Foresight Hospital,Maharashtra,Pune,411044
"Agarwal Chambers, Opp Nigdi Busstop, Pune- Bombay High Way",Badade Hospital,Maharashtra,Pune,411044
"Sector No.27, Tilak Road, Opposite Lig Colony, Near Lokmany Hospital, Nigdi",Dhanwantari Hospital,Maharashtra,Pune,411044
"21/459-A, Durganagar Chowk, Near Kanheya Sweet And Dinesh Super Market, Yamunanagar, Nigdi",Disha Netralaya - Pune,Maharashtra,Pune,411044
"1St Floor, Behind Nigdi Bus Stop,B. G. Corner",Diwan Hospital,Maharashtra,Pune,411044
"102/24, Near Nigadi Police Station Pradhikaran Pimpri",Gandhi Nursing Home,Maharashtra,Pune,411044
"Sector-24, Tilak Road, Pradhikaran, Nigdi",Lokmanya Hospital Pvt Ltd,Maharashtra,Pune,411044
"Boat Club Rd, Dattnagaar, Chinchwad",Morya Clinic,Maharashtra,Pune,411044
"Flat 71, Sector 24, Near Police Chowki, Pradhikaran, Nigdi",Niranjan Nursing Home,Maharashtra,Pune,411044
"Yamunanagar, Pcntda Nigdi Pune",Ranna Danappa Nursing Home,Maharashtra,Pune,411044
"Childrens Hospital,Behind Nigadi Bus Stop,Nigadi",Shakun Clinic,Maharashtra,Pune,411044
"Plot No. L.C. 5A,Sector 21, Yamuna Nagar,Nr. Shivbhoomi School, Nigdi.",Shriniwas Hospital,Maharashtra,Pune,411044
"Plot (Sdc) 8, Sector -25 Pradhikaran, Nigdi",Varma Ortho - Surgical Centre,Maharashtra,Pune,411044
"Behind Bharti, Vidyapeeth,Inside Patang Plaza, Opp Sachi-Aai Mata Mandir,Katraj Pune",Nityanand Rehabilitation and Residential Mental Heal,Maharashtra,Pune,411046
"Near Pmt Bus Depot, Pune Satara Road, Opposite Octroi Office, Katraj, Pune",Sai Sneh Hospital and Diagnostic Centre Pvt Ltd,Maharashtra,Pune,411046
"Shivshambho Nagar - Ii, Katraj Kondhawa Road, Katraj",Yashraj Nursing Home,Maharashtra,Pune,411046
"S No 11/2, Kondhwa Budruk, Near Kaveri Apartment Kondhwa Katraj Road",Adarsh Hospital,Maharashtra,Pune,411048
"Chandra Heights,S.No-54,Kondhwa-Katraj Road,Khadi Machine Chowk",Chandra Hospital,Maharashtra,Pune,411048
"Flat No- 4, Ist Floor, Gite Bldg Near Naaz Hotel OppositeKonark Puram, Kondhawa Khurd, Pune",Dr Prasanna R Bhanare Dental Clinic and Implant Center,Maharashtra,Pune,411048
"Deccantower, Opp:Pulgatepostoffice Pune",Saiseva Nursing Home,Maharashtra,Pune,411048
"50/7, Plot 1,Opposite Konark Pooram,Kondhwa (K).",Satyanand Hospital,Maharashtra,Pune,411048
"S.No. 50,Opp Konark Puram,23, Kure Plaza,Kondhwa Khurd,P",Wankhede Hospital,Maharashtra,Pune,411048
"5, Dhanlaxmi Society, Anandnagar, Pune- 411051",Bhandari Maternity and Nursing Home,Maharashtra,Pune,411051
"Plot No 7, Mahalaxmi Residency, Opposite Santosh Hall, Narveer Tanaji Malusare Rd, Hingne Khurd,",Chinchanikar Hospital,Maharashtra,Pune,411051
"1St Floor, Opp Chamanlal Complex, Opp Santosh Hall Singhad Road",Dr Chavans Fracture and Orthopaedic Center,Maharashtra,Pune,411051
"Star Diagnostics Centre, Anandnagar,Sinhagad Road, Near Santosh Hall, Pune",Jagtap Hospital,Maharashtra,Pune,411051
"Mahalaxmi Society, Hingane, Khurd Vitthalwadi Sinhagad Road, Pune",Madhukar General Hospital,Maharashtra,Pune,411051
"S No. 28, Swaroop Building, Hingane Khurd, Opposite Nilay Complex, Sinhgad Road",Patil Hospital - Pune,Maharashtra,Pune,411051
"Shop No. 1, Anant Apartment, Near Santosh Hall, Hingnekhord, Sinhgad Road",Pharande Eye Hospital,Maharashtra,Pune,411051
"Sinhagad Road, Hingane Khurd",Prachiti Hospital and Research Center,Maharashtra,Pune,411051
"Gargi Clinic, Flat No-4,Mohite Twin Tower,Above Icici Atm Bank, Anand Nagar, Sinhgad Road,Pune-51 Anand Nagar, Sinhgad Road,Pune",Shree Sai Retina And Eye Care Center - Pune,Maharashtra,Pune,411051
"Popular Prestige Commercial Complex, Srv No 141/142, Next To Fly Over Warje, Pune",Chaitanya Centre For Psychological Help,Maharashtra,Pune,411052
"Shop No.5, Krishnai Complex, OppositeCorporation Bank, Karve Nagar, Pune",Dental Clinic,Maharashtra,Pune,411052
"Sai Housing Society,Karve Nagar",Khenat Hospital and Maternity Home,Maharashtra,Pune,411052
"117/1, Mumbai Bangalore Highway Next To Baif Waraje Next To Baif Waraje",Mai Mangeshkar Hospital,Maharashtra,Pune,411052
"Sai Housing Society, Karve Nagar",Vivekanand Medical Foundations Dr Khenat Hospital and Maternity Home,Maharashtra,Pune,411052
"145/1, Mumbai-Bengaluru Highway, Near Hotel Sayaji, Wakad Pune",Lifepoint Multispeciality Hospital,Maharashtra,Pune,411057
"Wakad -Dange Chowk Road,Near Datta Mandir Wakad, Pune",Polaris Health Care,Maharashtra,Pune,411057
"Bhaghirathi Nagar, Warje Malwadi, Pune",Chaitanya Hospital,Maharashtra,Pune,411058
"Sr. No. 125/B, Near Water Purification Plant, Warje Octroi Post, Pune",Kulkarni Hospital and Diagnostic Centre,Maharashtra,Pune,411058
"Pol Hights, Near Popular Nagar, Warje, Pune-",Lodha Hospital,Maharashtra,Pune,411058
"968, Senapati Bapat Road Opposite Vidya Sahankari Bank",Mmf Ratna Memorial Hospital,Maharashtra,Pune,411058
"103/104, Rahul Enclave,Off Atul Nagar, Near Cipla Foundation,Mumbai-Bangalore Highway, Warje.",Vinayak Hospital,Maharashtra,Pune,411058
"Opp Bank Of India Dehu Rd, Off Bombay-Pune Highway",Bansal Hospital,Maharashtra,Pune,412101
"Netke Colony, Vikas Nagar, Kiwale",Latai Clinic,Maharashtra,Pune,412101
Nagar - Satara Road,Ashwin Hospital,Maharashtra,Pune,412102
"Baramati Road, A/P Nira, Tal Saswad",Rukhmini Maternity and Nursing Home,Maharashtra,Pune,412102
"Chandralekha Complex, A/P Nira Tal. Purandhar",Shree Nursing and Maternity Home,Maharashtra,Pune,412102
"A/P Nira, Baramati Road,",Shri Ram Hospital - Rsby,Maharashtra,Pune,412102
"Pune Pandharpur Road, Near Panchayat Samiti, Malshiras",Shinde Hospital,Maharashtra,Pune,412104
"Sector No 4, Moshi Pradhikaran, Pune-Nasik Highway, Pune",Sainath Hospital,Maharashtra,Pune,412105
"206 To 210, 2Nd Floor, Raikar Bhavan Near Navratna",Shree Hospital,Maharashtra,Pune,412105
"Poona Alandi Road, Dehu Phata, Alandi",Shri Sai Hospital,Maharashtra,Pune,412105
"Near Mumbai Pune Highway, Taluka Mawal, Vadgaon, Pune",Matoshri Hospital.,Maharashtra,Pune,412106
"Mumbai-Pune Road, Vadgaon, Maval, Pune 412106",Maval Hospital.,Maharashtra,Pune,412106
"Anudatta Commercial Complex, Opp Abhiruchi Resort, Wadgaon Pune",Sinhagad Hospital Pvt. Ltd. Md Kings Multi Speciality Hospital.,Maharashtra,Pune,412106
Bhagyashree Complex Paud Road Pirangut Pirangut,Shri Krishna Hospital,Maharashtra,Pune,412108
"At Post Paud, Taluka Mulshi,",Surudhay Health Foundations S Pooja Nursing Home- Rsby,Maharashtra,Pune,412108
"Sahadu Nana Complex,Ghotawade Phata,Kasaramboli(Pirabgut) Tal.Mulshi",Shraddha Hospital,Maharashtra,Pune,412115
"At Post Kunjirwadi Tal. Haveli District  Pune, Km No. 20 Kunjirwadi, Pune",Dr Marathe Hospital - Rsby,Maharashtra,Pune,412201
"Shantnagar, Ramitpur Road, Koregaon",Dhanvantari Roganalay,Maharashtra,Pune,412202
Uruli Kanchan,Nisargopchar Gramsudhar Trust,Maharashtra,Pune,412202
"Kedgaon Station, Taluka Daund,",Baravkar Hospital,Maharashtra,Pune,412203
"Kedgaon Station, Tal. Daund,",Mohan General Hospital - Daund,Maharashtra,Pune,412203
"At. Post Boripardhi, Tal. Daund",Om General Hospital and Matarnity Home,Maharashtra,Pune,412203
"Ap Post Kedgaon Station, Tal Daund",Parth Hospital,Maharashtra,Pune,412203
"At Post Kedgaon, Tal. Daund",Thorat Hospital,Maharashtra,Pune,412203
At Post Supe Baramati Pune,Leela Gulab Hospital,Maharashtra,Pune,412204
"499, Nagora Ali. Bhor, Pune",Burande Hospital,Maharashtra,Pune,412206
Shripati Nagar-Bhor,Shubhangad Goregaonkar Smruti Rugnalaya,Maharashtra,Pune,412206
"Vishwa Shanti Dham, Wagholi Tal-Haveli",Bharatiya Sanskriti Darshan Trust,Maharashtra,Pune,412207
"Near Kesanand Phata, Nagar Phata,Wagholia,.",Lifeline Speciality Hospital,Maharashtra,Pune,412207
"Shanti Park, Plot No-4, Kesnand Pata",Undre Hospital,Maharashtra,Pune,412207
"Near Petrol Pump, Chakan Chowk, Shikra/Pur, Tal. Shirur",Ankur Hospital,Maharashtra,Pune,412208
At Post Shikrapur Taluka Shirur Pune,Anmol Jeevan Hospital,Maharashtra,Pune,412208
"Sanaswadi, Pune Nagar Road Tal Shirur",Dhamdhere Hospital,Maharashtra,Pune,412208
Pune Nagar Rd Pune Nagar Rd Shikrapur,Jijamata Hospital,Maharashtra,Pune,412208
"Behind Pdcc Branch,Behind Rukmini Sahakari Bank,Shikrapur",Om Hospital and Maternity Home,Maharashtra,Pune,412208
"A P Kedgaon Station, Tal. Daund",Shinde Hospital,Maharashtra,Pune,412208
"A / P Talegaon Dhamdhere Tal, Shirur",Shrikrishna Hospital,Maharashtra,Pune,412208
Bandal Complex Pune Nagar Rd Shikrapur Shikrapur,Surya Hospital,Maharashtra,Pune,412208
"Ranjan Ganpati, Karnjawar Raod,Shirur,",Narwade Hospital,Maharashtra,Pune,412209
",Ranjangaon Ganpati,Sirur.",Shree Mahaganpati Hospital,Maharashtra,Pune,412209
"Adinath Nagar,Kharamala Shirur,Nagar Shirur Road, Near Sura Hotel.",Aditi Medical Centre,Maharashtra,Pune,412210
"1515, Pune - Nagar Road,Opposite Indira Gandhi Statue,.",Aditya Hospital,Maharashtra,Pune,412210
"Sansawadi Chowk (Ispat Road), Tal - Shirur","Bhakti Hospital - Sanaswadi,Pune",Maharashtra,Pune,412210
"Opposite Market Yard, Pune- Nagar Road, Shirur, Pune",Dr. Konde Hospital.,Maharashtra,Pune,412210
"Khara - Malla, Adinath Nagar, Pune Nagar Road, Near Suraj Hotel, Shirur Pune Nagar Road, Near Suraj Hotel, Shirur",Harde Hospital and Maternity Home,Maharashtra,Pune,412210
A/P Shikrapur Tel Shirur,Jijamata Hospital,Maharashtra,Pune,412210
"2223, Revenue Colony Shirur,Ghodnadi",Matoshree Madanbai Dhariwal Hospital,Maharashtra,Pune,412210
"Revenue Colony, Revenue Colony",Matruchhaya Hospital,Maharashtra,Pune,412210
"507, Kharamala, Opp Tahashildar Office Shirur, Pune",Meera Nursing Home,Maharashtra,Pune,412210
"H.No.2, Ram Ali, Shirur (Gondnadi),  Shirur (Gondnadi)",Mulay Hospital and Maternity Home,Maharashtra,Pune,412210
"2147, Revenue Colony, Shirur",Nityaseva Hospital,Maharashtra,Pune,412210
"1969, Revenue Colony",R.M. Dhariwal Foundation's Matoshree Madanbai Dhariwal Hospital,Maharashtra,Pune,412210
"210, Maruti Ali, Shrur Pune",Ravi Clinic and General Hospital,Maharashtra,Pune,412210
"No. 1149, Bafana Mala,Pune - Nagar By Pass Road,A/P Shirur,",Vighnaharta Multispeciality Hospital,Maharashtra,Pune,412210
"Revenue Colony, Shirur",Walunj Hospital,Maharashtra,Pune,412210
"A P Mandavgan Farata, Tal. Shirur",Shree Dhanwantari Hospital,Maharashtra,Pune,412211
"At Post Yawat, Pune Solapu Highway",Om Shakti Chaya Hospital - Rsby,Maharashtra,Pune,412214
"Perne Phata, Pune-Nagar Road, Tal. Haveli",Darekar Hospital,Maharashtra,Pune,412216
"At Post Koregoan Bhima, Vadu Budnik Road, Talshirun",Dr Sonawane Hospital,Maharashtra,Pune,412216
"Koregaon Bhima, Tal-Shirur",Onkar Hospital,Maharashtra,Pune,412216
"Pune Nagar Highway, Shikrapur, Tal. Shirur",Rakshak Hospital,Maharashtra,Pune,412216
Perne Phata Poona Nagar Road,Thite Hospital,Maharashtra,Pune,412216
"A/P Kanhur Mesai,",Langhe Hospital - Rsby,Maharashtra,Pune,412218
